,comments,sentiments,clean_comments
1307,"Please continue the series tru history...collapse of rana,prajantantra, maoist janaandolan, ganatantra,loktqntra till now political state of nepal",1,please continue series tru historycollapse ranaprajantantra maoist janaandolan ganatantraloktqntra till political state nepal
1308,"Our freedom was bought with a hefty price, now I can only imagine how much.",1,freedom buy hefty price imagine much
1309,"It would be such a shame for these Martyrs to see the current Nepal where most of the youth are moving abroad for employment, corruption at its peak, political parties working only for their own benefit and people being indifferent to the government more now than ever. What has their sacrifice led to?",0,would shame martyrs see current nepal youth move abroad employment corruption peak political party work benefit people indifferent government ever sacrifice lead
1310,Please continue this series plz.,1,please continue series plz
1311,Nobody noticed the mistake he has done in this video... Overall i like the animation..,0,nobody notice mistake do video overall like animation
1312,Thankyou man for information and inspiration,1,thankyou man information inspiration
1313,we want next part ,1,want next part
1314,Hope someone makes a movie on it.,1,hope someone make movie
1315,Salute ,1,salute
1316,Keep going ️,1,keep go
1317,Love your videos brother,1,love video brother
1318,Can you make a video on how Nepal became independent from Rana rule,0,make video nepal become independent rana rule
1319,Continuity of the series is in demand ........plz,1,continuity series demand plz
1320,Your research is extraordinary this channel must be the biggest youtube channel of nepal. everybody please susbcribe and never miss any vidoes.,1,research extraordinary channel must big youtube channel nepal everybody please susbcribe never miss vidoes
1321,Jai Shahid!! ,1,jai shahid
1322,one video on the hinderberg report plz..why this report is so powerful..,1,one video hinderberg report plzwhy report powerful
1323,hats of sir...,1,hat sir
1324,Best content creator of Nepal,1,best content creator nepal
1325,"Consistent nepali comment
Hats off bro",1,consistent nepali comment hat bro
1326,Hello sir plz we want next part how rana regime ended,0,hello sir plz want next part rana regime end
1327,i appreciate u bro !!!,1,appreciate u bro
1328,"Ending Ali fast vayo jasto lagyo. 
Anyway Hats off ",0,end ali fast vayo jasto lagyo anyway hat
1329,great  martyrs heroes plus video making person,1,great martyr hero plus video making person
1330,This is premium content.,1,premium content
1331,यस्तै ऐतिहासिक घटनाहरुको बारेमा भिडियो बनाईरहनु होला। Big fan,1,big fan
1332,Sahid word afaima legend chha️,1,sahid word afaima legend chha
1333,Sahid diwas ko subhakamana ,1,sahid diwas ko subhakamana
1334,Worth Watching.,1,worth watch
1335,please make more videos on this series of Nepal Transformation,1,please make videos series nepal transformation
1336,you are good speaker ️,1,good speaker
1337,"मैले हजुरको च्यानलबाट धेरै कुरा सिक्न बुझ्न पाएँ। सधैं यस्तै कन्टेन्ट राखिरहनुस्।
Much Love !️",1,much love
1338,Babaal mini documentary.... Keep it up,1,babaal mini documentary keep
1339,Good work,1,good work
1340,Always ️️️,1,always
1341,Please make video on education system in nepal,1,please make video education system nepal
1342,Awesome..... Dai hjr ko vdos ekdamai informative xa....thank you so much dai....carry on dai....,1,awesome dai hjr ko vdos ekdamai informative xathank much daicarry dai
1343,"Helllo bro please make video and story of first martyr of nepal   
and his contribution",1,helllo bro please make video story first martyr nepal contribution
1344,"Series continue garnu paryo 
I'm waiting...",1,series continue garnu paryo im wait
1345,"तपाईँको टिमले गरेको मेहेन्तले भावी पुस्ताले सहिदकाे बलिदानलाई स्मरण गर्ने छन् । हामीले पनि यो कुराहरु पडेका त थियौ तर यति विस्तृतमा भिडियो साहित यि कुराहरू जान्न पाउँदा धेरै धेरै धन्यवाद दिन चाहन्छौ 
    The Nepali comment टिमलाई । 
आउँदा समयमा यसपछि के भयो पञ्चायत कसरी आयो भन्ने विषयमा यस्तै रोचक र चख्लाग्दो तरिकाले प्रस्तुत गर्नु हुन्छ भन्ने आशा गरेका छौं।
 ️️️",1,nepali comment
1346,Can u make a video on problem with waste management in Nepal ?,0,u make video problem waste management nepal
1347,No words for maytyrs️,1,word maytyrs
1348,Atii ramro. Ending ma pani ali detail sunna chahanthe rana haruko. Tetro dukha diyesi dukha payeko ni sunna man lagcha,1,atii ramro end pani ali detail sunna chahanthe rana haruko tetro dukha diyesi dukha payeko ni sunna man lagcha
1349,continue this series bro,1,continue series bro
1350,Wow kati deep research with evidence,1,wow kati deep research evidence
1351,Wow,1,wow
1352,Dhanyabad bir sahid ️️,1,dhanyabad bir sahid
1353,Wow finally last part,1,wow finally last part
1354,I always turn off my adblocker and watch the ads on The Nepali Comment channel to support the creators like him.,1,always turn adblocker watch ad nepali comment channel support creator like
1355,We need next part,1,need next part
1356,Aaja hamii Swotantra Hinna pauNuma Sahidko Yogdan rahex️,1,aaja hamii swotantra hinna paunuma sahidko yogdan rahex
1357,Downfall of Ranas should be the next video in future,0,downfall rana next video future
1358,"Bro hijo dekhi wait gardai baseko thiye almost 10 time check garya hola yo video ko lagi last ma aaja na aula bhandai game khelna base and last suna aghi ak patak heram na vandai video vetiyo. 
Great work bro and really good research one of the best video series produced by you. Keep making new videos.",1,bro hijo dekhi wait gardai baseko thiye almost 10 time check garya hola yo video ko lagi last aaja na aula bhandai game khelna base last suna aghi ak patak heram na vandai video vetiyo great work bro really good research one best video series produce keep make new video
1359,How can we get the photos of those pamphlets??,0,get photo pamphlet
1360,Can we get more about 2007 Revolution,0,get 2007 revolution
1361,"Bro yeuta video psc ko bare banaunu nw pls. like information, what job we get etc.etc",1,bro yeuta video psc ko bare banaunu nw pls like information job get etcetc
1362,Finally last chapter ayo.,0,finally last chapter ayo
1363,These videos should be in school curriculum,1,videos school curriculum
1364,Mero Desh Le Mahan 4 Jana Sahid Haru Lai Kaile Na Birseun ️️️,1,mero desh le mahan 4 jana sahid haru lai kaile na birseun
1365,"Dami dami ; sabai herey 
Keeep going mero online dai ️️",1,dami dami sabai herey keeep go mero online dai
1366,Best video in this channel ,1,best video channel
1367,Yesto content tw babal hunxa️,1,yesto content tw babal hunxa
1368,2007 B.S ma Democracy aayo . Rana regime end vayo ani tespaxi political party haru rule garen Tara 2007B.S. - 2017 B.S ma political instability KO barema detailed video banaunu na,0,2007 b democracy aayo rana regime end vayo ani tespaxi political party haru rule garen tara 2007bs 2017 bs political instability ko barema detail video banaunu na
1369,Can you also make video on BP koirala?,1,also make video bp koirala
1370,"For those who are confused why the Ranas were not able to kill Tanka Prasad Acharya, it's because in Hinduism, Brahmin-hatya (killing of Brahmins) is a very big sin. Hence, Ranas being devout hindus themselves, had codified in Muluki Ain that Brahmins can never be given death penalty. The only other people to receive the same treatment was the king.

This rule was changed later by King Mahendra when he repealed the Muluki Ain and codified anti-discrimination laws. However, opponents claim that this rule changed was done because King Mahendra found it very had to control dissent from Brahmin political leaders who couldn't be given death penalty.",0,confuse rana able kill tanka prasad acharya hinduism brahminhatya kill brahmin big sin hence rana devout hindu codify muluki brahmin never give death penalty people receive treatment king rule change later king mahendra repeal muluki codify antidiscrimination law however opponent claim rule change do king mahendra find control dissent brahmin political leader couldnt give death penalty
